         100

 O     -1.0004583770490019        2.1001941285878427       -3.8701157546314193     
 H     -1.0838090964428380        1.9075299017071012       -2.9362180122322670     
 H    -0.63196793927523709        1.3016386322846272       -4.2479460824150470     
 M    -0.96395705292202316        1.9733060450849493       -3.7989324166800169     
 O      7.1457470010708635        4.1768969323028537        7.1325314367110817     
 H      8.0733511075052089        4.3361182666423153        7.3069763518507393     
 H      6.8935449557443871        4.8708434353982133        6.5233810290332102     
 M      7.2322066135294394        4.2861127088532207        7.0768838890017358     
 O      8.7786448249352897        1.3327609846068957       -1.5609244779560854     
 H      8.5212911874942350        1.6537658661317627      -0.69665784587203539     
 H      9.6917939705539116        1.0657341529603341       -1.4556289460658629     
 M      8.8625945620694164        1.3396708262298826       -1.4368088233273839     
 O     -2.8082818075369089        2.8846326509434594        5.0586484430553851     
 H     -3.2008376189272174        2.7095594327695562        5.9139151518793636     
 H     -2.8709043932114584        3.8342173246340079        4.9556960304824029     
 M     -2.8665501340294597        2.9837794616290143        5.1549537495483033     
 O      2.4330835218282982        1.1877097222372808        7.2229744285766584     
 H      3.0026800504245359        1.2319084614782012        6.4549652449978439     
 H      2.6531514704406844       0.35335042344504963        7.6372768525518220     
 M      2.5341701021087610        1.0865596374305713        7.1776956959216758     
 O    -0.26404333879502340      -0.25985923284710738       -5.1199357802373546     
 H     -1.0115439446139545      -0.73080690189803388       -4.7515840769475242     
 H     0.45594626117932135      -0.44271677166067841       -4.5162720191689454     
 M    -0.26756507945948255      -0.34355418752718359       -4.9955060735598673     
 O      5.9588859859691672        4.8578500541475123        2.9496390790518459     
 H      5.2444074265889826        5.2951251996885835        2.4864515627275305     
 H      6.0240170020845962        5.3226233943666585        3.7838905596981500     
 M      5.8757616661390237        4.9733231434219913        2.9971397433232188     
 O      3.6502147548089972      -0.60142978504674671       0.93081722179336168     
 H      4.3163485826462331      -0.99780352747844459       0.36922535956402774     
 H      3.9941438770650541      -0.70153430958389706        1.8184678755027026     
 M      3.7795149986975480      -0.66498499316454895       0.97255668095983761     
 O      5.5690943618280144        4.0132155251527211       -5.4185417519789461     
 H      6.1817862567395920        4.7303503267556364       -5.5815084916537812     
 H      6.0458925856560430        3.4166759875679884       -4.8414491477533641     
 M      5.7085622415823263        4.0286531739123932       -5.3655286449425752     
 O      4.5901351637448391        1.3929456581274089        5.6724499872333123     
 H      4.5458875712832594        2.2821324731348556        5.3208524921071874     
 H      5.5147619254250522        1.1544019494878390        5.6061620497739577     
 M      4.7028343190642561        1.4762358256657016        5.6189556101288600     
 O      1.5479406519207837      -0.93103842243791990       -3.2813545104679438     
 H      2.4780094704705218      -0.73662337518937593       -3.3971414793610619     
 H      1.3499893977989470      -0.63623064205986346       -2.3924588396383872     
 M      1.6416605330698069      -0.86841199809306713       -3.1823872691643409     
 O      9.2192621994378054        3.5708674876411672        1.1206455205103376     
 H      9.0368084659007764        4.3851952214408083        1.5894875163723725     
 H      9.7884474906037600        3.8329087210686947       0.39704733345957122     
 M      9.2687685046795085        3.7086557016966699        1.0880336544373845     
 O     0.77890854335231696        1.2045465797660733E-002   5.7165464517639597E-002
 H      1.5423029000298554      -0.51524682863106053       0.29258791975454290     
 H     0.66186668570546592       0.60841929775302361       0.79667293311865983     
 M     0.86164946138571308        2.0888736060575213E-002  0.18196825717110338     
 O      3.6958524726611728        4.6266890810177550      -0.32265974291407884     
 H      3.9772531826324466        3.8395999101371556       0.14374793016913268     
 H      3.8164236448628661        5.3358542264757469       0.30882994734281405     
 M      3.7473097233165782        4.6167138656208309      -0.18211563441848572     
 O      8.8105342510253113        8.5877964824464588       -1.1608916320593414     
 H      8.9669893478714382        8.2612498431644283       -2.0469621343587940     
 H      9.6426653429335882        8.9825385399461783      -0.90018414478665154     
